"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","ProductDescription","Quantity","NetWeight in KGM"
"H4","AUT","0207","Austria","SVN","Slovenia",2018,"Export",6,6028.628,"Meat and edible offal, of the poult",3449869,3449869
"H4","AUT","0207","Austria","SVN","Slovenia",2018,"Import",5,19564.518,"Meat and edible offal, of the poult",6886199,6886199
"H4","AUT","0207","Austria","SWE","Sweden",2018,"Export",6,19.126,"Meat and edible offal, of the poult",12191,12191
"H4","AUT","0207","Austria","SWE","Sweden",2018,"Import",5,23.198,"Meat and edible offal, of the poult",6044,6044
"H4","AUT","1001","Austria","BEL","Belgium",2018,"Export",6,24.549,"Wheat and meslin.",31333,31333
"H4","AUT","1001","Austria","BEL","Belgium",2018,"Import",5,2581.275,"Wheat and meslin.",1150150,1150150
"H4","AUT","1001","Austria","BGR","Bulgaria",2018,"Export",6,5055.455,"Wheat and meslin.",17515088,17515088
"H4","AUT","1001","Austria","BGR","Bulgaria",2018,"Import",5,79.174,"Wheat and meslin.",219440,219440
"H4","AUT","1001","Austria","CZE","Czech Republic",2018,"Export",6,537.599,"Wheat and meslin.",629117,629117
"H4","AUT","1001","Austria","CZE","Czech Republic",2018,"Import",5,49378.329,"Wheat and meslin.",244767552,244767552
"H4","AUT","1001","Austria","DEU","Germany",2018,"Export",6,31088.581,"Wheat and meslin.",87466878,87466878
"H4","AUT","1001","Austria","DEU","Germany",2018,"Import",5,20418.351,"Wheat and meslin.",84203270,84203270
"H4","AUT","1001","Austria","DNK","Denmark",2018,"Export",6,43.629,"Wheat and meslin.",71669,71669
"H4","AUT","1001","Austria","DNK","Denmark",2018,"Import",5,15.232,"Wheat and meslin.",18500,18500
"H4","AUT","1001","Austria","ESP","Spain",2018,"Export",6,5.001,"Wheat and meslin.",5852,5852
"H4","AUT","1001","Austria","ESP","Spain",2018,"Import",5,314.912,"Wheat and meslin.",239168,239168
"H4","AUT","1001","Austria","FIN","Finland",2018,"Export",6,1.041,"Wheat and meslin.",990,990
"H4","AUT","1001","Austria","FRA","France",2018,"Export",6,2626.595,"Wheat and meslin.",4465581,4465581
"H4","AUT","1001","Austria","FRA","France",2018,"Import",5,39.118,"Wheat and meslin.",54789,54789
"H4","AUT","1001","Austria","GRC","Greece",2018,"Export",6,3569.399,"Wheat and meslin.",13308000,13308000
"H4","AUT","1001","Austria","HRV","Croatia",2018,"Export",6,95.657,"Wheat and meslin.",159569,159569
"H4","AUT","1001","Austria","HRV","Croatia",2018,"Import",5,3174.288,"Wheat and meslin.",9410250,9410250
"H4","AUT","1001","Austria","HUN","Hungary",2018,"Export",6,1511.736,"Wheat and meslin.",3833931,3833931
"H4","AUT","1001","Austria","HUN","Hungary",2018,"Import",5,72021.63,"Wheat and meslin.",370244172,370244172
"H4","AUT","1001","Austria","IRL","Ireland",2018,"Import",5,14.448,"Wheat and meslin.",24006,24006
"H4","AUT","1001","Austria","ITA","Italy",2018,"Export",6,111639.157,"Wheat and meslin.",417701098,417701098
"H4","AUT","1001","Austria","ITA","Italy",2018,"Import",5,220.818,"Wheat and meslin.",328688,328688
"H4","AUT","1001","Austria","LTU","Lithuania",2018,"Export",6,87.902,"Wheat and meslin.",147367,147367
"H4","AUT","1001","Austria","LTU","Lithuania",2018,"Import",5,379.643,"Wheat and meslin.",908778,908778
"H4","AUT","1001","Austria","LUX","Luxembourg",2018,"Export",6,2190.104,"Wheat and meslin.",12478910,12478910
"H4","AUT","1001","Austria","LVA","Latvia",2018,"Export",6,0.084,"Wheat and meslin.",343,343
"H4","AUT","1001","Austria","MLT","Malta",2018,"Export",6,774.794,"Wheat and meslin.",2968295,2968295
"H4","AUT","1001","Austria","NLD","Netherlands",2018,"Export",6,3888.975,"Wheat and meslin.",11392210,11392210
"H4","AUT","1001","Austria","NLD","Netherlands",2018,"Import",5,2.428,"Wheat and meslin.",2478,2478
"H4","AUT","1001","Austria","POL","Poland",2018,"Export",6,119.158,"Wheat and meslin.",418236,418236
"H4","AUT","1001","Austria","POL","Poland",2018,"Import",5,85.788,"Wheat and meslin.",273962,273962
"H4","AUT","1001","Austria","PRT","Portugal",2018,"Export",6,12.695,"Wheat and meslin.",7045,7045
"H4","AUT","1001","Austria","ROM","Romania",2018,"Export",6,3432.382,"Wheat and meslin.",10573453,10573453
"H4","AUT","1001","Austria","ROM","Romania",2018,"Import",5,6584.568,"Wheat and meslin.",17193987,17193987
"H4","AUT","1001","Austria","SVK","Slovak Republic",2018,"Export",6,741.988,"Wheat and meslin.",1008960,1008960
"H4","AUT","1001","Austria","SVK","Slovak Republic",2018,"Import",5,31012.47,"Wheat and meslin.",150174854,150174854
"H4","AUT","1001","Austria","SVN","Slovenia",2018,"Export",6,1927.941,"Wheat and meslin.",4910671,4910671
"H4","AUT","1001","Austria","SVN","Slovenia",2018,"Import",5,1356.68,"Wheat and meslin.",3681524,3681524
"H4","AUT","1001","Austria","SWE","Sweden",2018,"Export",6,125.353,"Wheat and meslin.",156565,156565
"H4","AUT","1006","Austria","BEL","Belgium",2018,"Export",6,41.241,"Rice.",7227,7227
"H4","AUT","1006","Austria","BEL","Belgium",2018,"Import",5,5241.146,"Rice.",3598994,3598994
"H4","AUT","1006","Austria","BGR","Bulgaria",2018,"Export",6,51.897,"Rice.",25516,25516
"H4","AUT","1006","Austria","CYP","Cyprus",2018,"Export",6,10.432,"Rice.",4407,4407
"H4","AUT","1006","Austria","CZE","Czech Republic",2018,"Export",6,349.846,"Rice.",192702,192702
"H4","AUT","1006","Austria","CZE","Czech Republic",2018,"Import",5,62.138,"Rice.",15671,15671
"H4","AUT","1006","Austria","DEU","Germany",2018,"Export",6,1279.56,"Rice.",718540,718540
"H4","AUT","1006","Austria","DEU","Germany",2018,"Import",5,7021.214,"Rice.",3764467,3764467
"H4","AUT","1006","Austria","DNK","Denmark",2018,"Export",6,116.817,"Rice.",71159,71159
"H4","AUT","1006","Austria","DNK","Denmark",2018,"Import",5,9.414,"Rice.",6534,6534
"H4","AUT","1006","Austria","ESP","Spain",2018,"Export",6,1.908,"Rice.",362,362
"H4","AUT","1006","Austria","ESP","Spain",2018,"Import",5,174.933,"Rice.",54816,54816
"H4","AUT","1006","Austria","EST","Estonia",2018,"Export",6,0.984,"Rice.",366,366
"H4","AUT","1006","Austria","FIN","Finland",2018,"Export",6,0.039,"Rice.",6,6
"H4","AUT","1006","Austria","FRA","France",2018,"Export",6,2.664,"Rice.",1188,1188
"H4","AUT","1006","Austria","FRA","France",2018,"Import",5,678.669,"Rice.",562469,562469
"H4","AUT","1006","Austria","GRC","Greece",2018,"Export",6,13.772,"Rice.",7520,7520
"H4","AUT","1006","Austria","GRC","Greece",2018,"Import",5,8.468,"Rice.",8865,8865
"H4","AUT","1006","Austria","HRV","Croatia",2018,"Export",6,166.626,"Rice.",103970,103970
"H4","AUT","1006","Austria","HRV","Croatia",2018,"Import",5,0.045,"Rice.",23,23
"H4","AUT","1006","Austria","HUN","Hungary",2018,"Export",6,1498.967,"Rice.",839082,839082
"H4","AUT","1006","Austria","HUN","Hungary",2018,"Import",5,12.894,"Rice.",8924,8924
"H4","AUT","1006","Austria","IRL","Ireland",2018,"Import",5,5.686,"Rice.",12040,12040
"H4","AUT","1006","Austria","ITA","Italy",2018,"Export",6,498.308,"Rice.",276807,276807
"H4","AUT","1006","Austria","ITA","Italy",2018,"Import",5,20075.892,"Rice.",19564562,19564562
"H4","AUT","1006","Austria","LTU","Lithuania",2018,"Export",6,2.853,"Rice.",2416,2416
"H4","AUT","1006","Austria","LTU","Lithuania",2018,"Import",5,17.475,"Rice.",4682,4682
"H4","AUT","1006","Austria","LUX","Luxembourg",2018,"Export",6,1.271,"Rice.",331,331
"H4","AUT","1006","Austria","LVA","Latvia",2018,"Export",6,0.026,"Rice.",6,6
"H4","AUT","1006","Austria","NLD","Netherlands",2018,"Import",5,1680.069,"Rice.",1627675,1627675
"H4","AUT","1006","Austria","POL","Poland",2018,"Export",6,651.63,"Rice.",432630,432630
"H4","AUT","1006","Austria","POL","Poland",2018,"Import",5,82.253,"Rice.",24795,24795
"H4","AUT","1006","Austria","PRT","Portugal",2018,"Import",5,0.294,"Rice.",199,199
"H4","AUT","1006","Austria","ROM","Romania",2018,"Export",6,140.698,"Rice.",68540,68540
"H4","AUT","1006","Austria","SVK","Slovak Republic",2018,"Export",6,438.599,"Rice.",244840,244840
"H4","AUT","1006","Austria","SVK","Slovak Republic",2018,"Import",5,159.743,"Rice.",49996,49996
"H4","AUT","1006","Austria","SVN","Slovenia",2018,"Export",6,227.863,"Rice.",117763,117763
"H4","AUT","1006","Austria","SVN","Slovenia",2018,"Import",5,0.802,"Rice.",825,825
"H4","AUT","1006","Austria","SWE","Sweden",2018,"Export",6,0.203,"Rice.",50,50
"H4","BEL","0207","Belgium","AUT","Austria",2018,"Export",6,102.613,"Meat and edible offal, of the poult",25651.35,25651
"H4","BEL","0207","Belgium","AUT","Austria",2018,"Import",5,398.867,"Meat and edible offal, of the poult",123819.33,123819
"H4","BEL","0207","Belgium","BGR","Bulgaria",2018,"Export",6,518.394,"Meat and edible offal, of the poult",694849.4,694849
"H4","BEL","0207","Belgium","BGR","Bulgaria",2018,"Import",5,22263.145,"Meat and edible offal, of the poult",2337282.62,2337283
"H4","BEL","0207","Belgium","CYP","Cyprus",2018,"Export",6,136.666,"Meat and edible offal, of the poult",30557.47,30557
"H4","BEL","0207","Belgium","CZE","Czech Republic",2018,"Export",6,489.741,"Meat and edible offal, of the poult",548152.76,548153
"H4","BEL","0207","Belgium","CZE","Czech Republic",2018,"Import",5,0.943,"Meat and edible offal, of the poult",1063.95,1064
"H4","BEL","0207","Belgium","DEU","Germany",2018,"Export",6,86138.309,"Meat and edible offal, of the poult",64375155.457,64375155
"H4","BEL","0207","Belgium","DEU","Germany",2018,"Import",5,33044.965,"Meat and edible offal, of the poult",10062099.639,10062100
"H4","BEL","0207","Belgium","DNK","Denmark",2018,"Export",6,4203.319,"Meat and edible offal, of the poult",4918970.2,4918970
"H4","BEL","0207","Belgium","DNK","Denmark",2018,"Import",5,3706.615,"Meat and edible offal, of the poult",2875853.54,2875854
"H4","BEL","0207","Belgium","ESP","Spain",2018,"Export",6,18295.947,"Meat and edible offal, of the poult",4698134.7,4698135
"H4","BEL","0207","Belgium","ESP","Spain",2018,"Import",5,8782.021,"Meat and edible offal, of the poult",3321041.64,3321042
"H4","BEL","0207","Belgium","EST","Estonia",2018,"Export",6,476.009,"Meat and edible offal, of the poult",307339.79,307340
"H4","BEL","0207","Belgium","FIN","Finland",2018,"Export",6,128.146,"Meat and edible offal, of the poult",22937.17,22937
"H4","BEL","0207","Belgium","FIN","Finland",2018,"Import",5,2.974,"Meat and edible offal, of the poult",496.91,497
"H4","BEL","0207","Belgium","FRA","France",2018,"Export",6,389194.437,"Meat and edible offal, of the poult",144168460.46,144168460
"H4","BEL","0207","Belgium","FRA","France",2018,"Import",5,155153.847,"Meat and edible offal, of the poult",65767350.77,65767351
"H4","BEL","0207","Belgium","GRC","Greece",2018,"Export",6,8916.34,"Meat and edible offal, of the poult",5420456.31,5420456
"H4","BEL","0207","Belgium","GRC","Greece",2018,"Import",5,182.815,"Meat and edible offal, of the poult",178105.33,178105
"H4","BEL","0207","Belgium","HRV","Croatia",2018,"Export",6,17.359,"Meat and edible offal, of the poult",35955,35955
"H4","BEL","0207","Belgium","HUN","Hungary",2018,"Export",6,3208.135,"Meat and edible offal, of the poult",509652.44,509652
"H4","BEL","0207","Belgium","HUN","Hungary",2018,"Import",5,39515.88,"Meat and edible offal, of the poult",5670160.96,5670161
"H4","BEL","0207","Belgium","IRL","Ireland",2018,"Export",6,6704.067,"Meat and edible offal, of the poult",1795263.04,1795263
"H4","BEL","0207","Belgium","IRL","Ireland",2018,"Import",5,1219.214,"Meat and edible offal, of the poult",336123.08,336123
"H4","BEL","0207","Belgium","ITA","Italy",2018,"Export",6,1403.146,"Meat and edible offal, of the poult",949243.72,949244
"H4","BEL","0207","Belgium","ITA","Italy",2018,"Import",5,3043.276,"Meat and edible offal, of the poult",1221755.02,1221755
"H4","BEL","0207","Belgium","LTU","Lithuania",2018,"Export",6,400.64,"Meat and edible offal, of the poult",889065.37,889065
"H4","BEL","0207","Belgium","LTU","Lithuania",2018,"Import",5,417.66,"Meat and edible offal, of the poult",125413.64,125414
"H4","BEL","0207","Belgium","LUX","Luxembourg",2018,"Export",6,24546.888,"Meat and edible offal, of the poult",5748278.37,5748278
"H4","BEL","0207","Belgium","LUX","Luxembourg",2018,"Import",5,433.184,"Meat and edible offal, of the poult",111699.27,111699
"H4","BEL","0207","Belgium","LVA","Latvia",2018,"Export",6,60.663,"Meat and edible offal, of the poult",128679.84,128680
"H4","BEL","0207","Belgium","MLT","Malta",2018,"Export",6,818.1,"Meat and edible offal, of the poult",363993.57,363994
"H4","BEL","0207","Belgium","MLT","Malta",2018,"Import",5,0.138,"Meat and edible offal, of the poult",1168.93,1169
"H4","BEL","0207","Belgium","NLD","Netherlands",2018,"Export",6,212377.982,"Meat and edible offal, of the poult",129814820.88,129814821
"H4","BEL","0207","Belgium","NLD","Netherlands",2018,"Import",5,210215.061,"Meat and edible offal, of the poult",118886893.47,118886893
"H4","BEL","0207","Belgium","POL","Poland",2018,"Export",6,3088.679,"Meat and edible offal, of the poult",1197083.78,1197084
"H4","BEL","0207","Belgium","POL","Poland",2018,"Import",5,83628.265,"Meat and edible offal, of the poult",28208773.417,28208773
"H4","BEL","0207","Belgium","PRT","Portugal",2018,"Export",6,1263.196,"Meat and edible offal, of the poult",680583.22,680583
"H4","BEL","0207","Belgium","PRT","Portugal",2018,"Import",5,933.058,"Meat and edible offal, of the poult",489476.18,489476
"H4","BEL","0207","Belgium","ROM","Romania",2018,"Export",6,1768.347,"Meat and edible offal, of the poult",1675419.34,1675419
"H4","BEL","0207","Belgium","ROM","Romania",2018,"Import",5,474.696,"Meat and edible offal, of the poult",120977.66,120978
"H4","BEL","0207","Belgium","SVK","Slovak Republic",2018,"Export",6,0.13,"Meat and edible offal, of the poult",79.48,79
"H4","BEL","0207","Belgium","SVN","Slovenia",2018,"Export",6,15.095,"Meat and edible offal, of the poult",3366.65,3367
"H4","BEL","0207","Belgium","SWE","Sweden",2018,"Export",6,159.516,"Meat and edible offal, of the poult",25155.96,25156
"H4","BEL","0207","Belgium","SWE","Sweden",2018,"Import",5,15.185,"Meat and edible offal, of the poult",2477.19,2477
"H4","BEL","1001","Belgium","AUT","Austria",2018,"Export",6,2612.752,"Wheat and meslin.",1153181.55,1153182
"H4","BEL","1001","Belgium","BGR","Bulgaria",2018,"Import",5,0.052,"Wheat and meslin.",10.91,11
"H4","BEL","1001","Belgium","CYP","Cyprus",2018,"Export",6,0.018,"Wheat and meslin.",41.64,42
"H4","BEL","1001","Belgium","CZE","Czech Republic",2018,"Export",6,60.775,"Wheat and meslin.",129318.2,129318
"H4","BEL","1001","Belgium","CZE","Czech Republic",2018,"Import",5,5.985,"Wheat and meslin.",7238.4,7238
"H4","BEL","1001","Belgium","DEU","Germany",2018,"Export",6,7217.463,"Wheat and meslin.",22860082.98,22860083
"H4","BEL","1001","Belgium","DEU","Germany",2018,"Import",5,207053.927,"Wheat and meslin.",947977717.6,947977718
"H4","BEL","1001","Belgium","DNK","Denmark",2018,"Export",6,63.779,"Wheat and meslin.",38806.36,38806
"H4","BEL","1001","Belgium","DNK","Denmark",2018,"Import",5,1146.078,"Wheat and meslin.",5088750,5088750
"H4","BEL","1001","Belgium","ESP","Spain",2018,"Export",6,199.076,"Wheat and meslin.",89037.34,89037
"H4","BEL","1001","Belgium","ESP","Spain",2018,"Import",5,2007.106,"Wheat and meslin.",4248641.42,4248641
"H4","BEL","1001","Belgium","FIN","Finland",2018,"Import",5,8.152,"Wheat and meslin.",28562.2,28562
"H4","BEL","1001","Belgium","FRA","France",2018,"Export",6,10747.21,"Wheat and meslin.",50138608.5,50138609
"H4","BEL","1001","Belgium","FRA","France",2018,"Import",5,577879.724,"Wheat and meslin.",2946578778.21,2946578778
"H4","BEL","1001","Belgium","GRC","Greece",2018,"Export",6,0.028,"Wheat and meslin.",61.12,61
"H4","BEL","1001","Belgium","HUN","Hungary",2018,"Export",6,46.448,"Wheat and meslin.",23429.98,23430
"H4","BEL","1001","Belgium","IRL","Ireland",2018,"Export",6,3.317,"Wheat and meslin.",8234.28,8234
"H4","BEL","1001","Belgium","IRL","Ireland",2018,"Import",5,804.563,"Wheat and meslin.",181189,181189
"H4","BEL","1001","Belgium","ITA","Italy",2018,"Export",6,21491.534,"Wheat and meslin.",9768849.53,9768850
"H4","BEL","1001","Belgium","ITA","Italy",2018,"Import",5,476.167,"Wheat and meslin.",506053.22,506053
"H4","BEL","1001","Belgium","LUX","Luxembourg",2018,"Export",6,711.462,"Wheat and meslin.",3078006.75,3078007
"H4","BEL","1001","Belgium","LUX","Luxembourg",2018,"Import",5,2636.731,"Wheat and meslin.",12443371.25,12443371
"H4","BEL","1001","Belgium","NLD","Netherlands",2018,"Export",6,138632.552,"Wheat and meslin.",599275533.88,599275534
"H4","BEL","1001","Belgium","NLD","Netherlands",2018,"Import",5,53674.639,"Wheat and meslin.",229014899.44,229014899
"H4","BEL","1001","Belgium","POL","Poland",2018,"Import",5,24.496,"Wheat and meslin.",53229.86,53230
"H4","BEL","1001","Belgium","PRT","Portugal",2018,"Export",6,0.939,"Wheat and meslin.",3263.32,3263
"H4","BEL","1001","Belgium","PRT","Portugal",2018,"Import",5,22.842,"Wheat and meslin.",9090.25,9090
"H4","BEL","1001","Belgium","ROM","Romania",2018,"Export",6,4.89,"Wheat and meslin.",236.47,236
"H4","BEL","1001","Belgium","ROM","Romania",2018,"Import",5,1663.832,"Wheat and meslin.",8226920,8226920
"H4","BEL","1001","Belgium","SWE","Sweden",2018,"Export",6,49.501,"Wheat and meslin.",21762.98,21763
"H4","BEL","1006","Belgium","AUT","Austria",2018,"Export",6,6296.216,"Rice.",5482307.59,5482308
"H4","BEL","1006","Belgium","AUT","Austria",2018,"Import",5,56.528,"Rice.",9766.56,9767
"H4","BEL","1006","Belgium","BGR","Bulgaria",2018,"Export",6,45.422,"Rice.",24856.45,24856
"H4","BEL","1006","Belgium","BGR","Bulgaria",2018,"Import",5,145.544,"Rice.",373218.88,373219
"H4","BEL","1006","Belgium","CYP","Cyprus",2018,"Export",6,614.182,"Rice.",418652.07,418652
"H4","BEL","1006","Belgium","CZE","Czech Republic",2018,"Export",6,3940.362,"Rice.",8094612.87,8094613
"H4","BEL","1006","Belgium","DEU","Germany",2018,"Export",6,69957.184,"Rice.",72705591.8,72705592
"H4","BEL","1006","Belgium","DEU","Germany",2018,"Import",5,6473.863,"Rice.",6105083.39,6105083
"H4","BEL","1006","Belgium","DNK","Denmark",2018,"Export",6,3414.927,"Rice.",2850060.18,2850060
"H4","BEL","1006","Belgium","DNK","Denmark",2018,"Import",5,1236.609,"Rice.",1175169.43,1175169
"H4","BEL","1006","Belgium","ESP","Spain",2018,"Export",6,1100.302,"Rice.",821316.01,821316
"H4","BEL","1006","Belgium","ESP","Spain",2018,"Import",5,48798.72,"Rice.",77692179.95,77692180
"H4","BEL","1006","Belgium","EST","Estonia",2018,"Export",6,510.069,"Rice.",354900.68,354901
"H4","BEL","1006","Belgium","EST","Estonia",2018,"Import",5,1903.568,"Rice.",2962990,2962990
"H4","BEL","1006","Belgium","FIN","Finland",2018,"Export",6,3765.177,"Rice.",2568845.35,2568845
"H4","BEL","1006","Belgium","FIN","Finland",2018,"Import",5,2.001,"Rice.",1099.9,1100
"H4","BEL","1006","Belgium","FRA","France",2018,"Export",6,85212.562,"Rice.",77739345.65,77739346
"H4","BEL","1006","Belgium","FRA","France",2018,"Import",5,10449.57,"Rice.",10290786.21,10290786
"H4","BEL","1006","Belgium","GRC","Greece",2018,"Export",6,3000.376,"Rice.",1706047.55,1706048
"H4","BEL","1006","Belgium","GRC","Greece",2018,"Import",5,1403.241,"Rice.",2949912.9,2949913
"H4","BEL","1006","Belgium","HUN","Hungary",2018,"Export",6,1122.294,"Rice.",1020308.07,1020308
"H4","BEL","1006","Belgium","HUN","Hungary",2018,"Import",5,0.157,"Rice.",80.51,81
"H4","BEL","1006","Belgium","IRL","Ireland",2018,"Export",6,3398.488,"Rice.",2375398.93,2375399
"H4","BEL","1006","Belgium","ITA","Italy",2018,"Export",6,1348.158,"Rice.",1380414.12,1380414
"H4","BEL","1006","Belgium","ITA","Italy",2018,"Import",5,34565.24,"Rice.",43791075.14,43791075
"H4","BEL","1006","Belgium","LTU","Lithuania",2018,"Export",6,95.522,"Rice.",164063.58,164064
"H4","BEL","1006","Belgium","LUX","Luxembourg",2018,"Export",6,3883.992,"Rice.",1769310.58,1769311
"H4","BEL","1006","Belgium","LUX","Luxembourg",2018,"Import",5,61.166,"Rice.",38422.14,38422
"H4","BEL","1006","Belgium","LVA","Latvia",2018,"Export",6,82.575,"Rice.",48643.08,48643
"H4","BEL","1006","Belgium","MLT","Malta",2018,"Export",6,211.86,"Rice.",136332.79,136333
"H4","BEL","1006","Belgium","NLD","Netherlands",2018,"Export",6,31175.46,"Rice.",57321631.85,57321632
"H4","BEL","1006","Belgium","NLD","Netherlands",2018,"Import",5,24068.405,"Rice.",25236799.5,25236800
"H4","BEL","1006","Belgium","POL","Poland",2018,"Export",6,4043.895,"Rice.",7322241.84,7322242
"H4","BEL","1006","Belgium","POL","Poland",2018,"Import",5,103.626,"Rice.",175120.6,175121
"H4","BEL","1006","Belgium","PRT","Portugal",2018,"Export",6,214.459,"Rice.",140992.67,140993
"H4","BEL","1006","Belgium","PRT","Portugal",2018,"Import",5,1569.972,"Rice.",2562868.25,2562868
"H4","BEL","1006","Belgium","ROM","Romania",2018,"Export",6,153.154,"Rice.",105913.95,105914
"H4","BEL","1006","Belgium","ROM","Romania",2018,"Import",5,16.406,"Rice.",15676.04,15676
"H4","BEL","1006","Belgium","SVK","Slovak Republic",2018,"Export",6,15.277,"Rice.",9380.75,9381
"H4","BEL","1006","Belgium","SVN","Slovenia",2018,"Export",6,633.907,"Rice.",381785.24,381785
"H4","BEL","1006","Belgium","SWE","Sweden",2018,"Export",6,10900.729,"Rice.",8995988.97,8995989
"H4","BEL","1006","Belgium","SWE","Sweden",2018,"Import",5,28.308,"Rice.",19049.5,19050
"H4","BGR","0207","Bulgaria","AUT","Austria",2018,"Import",5,229.549,"Meat and edible offal, of the poult",356164,356164
"H4","BGR","0207","Bulgaria","BEL","Belgium",2018,"Export",6,21713.645,"Meat and edible offal, of the poult",2422317,2422317
"H4","BGR","0207","Bulgaria","BEL","Belgium",2018,"Import",5,747.07,"Meat and edible offal, of the poult",928643,928643
"H4","BGR","0207","Bulgaria","CYP","Cyprus",2018,"Export",6,3476.655,"Meat and edible offal, of the poult",1038264,1038264
"H4","BGR","0207","Bulgaria","CYP","Cyprus",2018,"Import",5,84.247,"Meat and edible offal, of the poult",61157,61157
"H4","BGR","0207","Bulgaria","CZE","Czech Republic",2018,"Export",6,1262.191,"Meat and edible offal, of the poult",448464,448464
"H4","BGR","0207","Bulgaria","CZE","Czech Republic",2018,"Import",5,222.677,"Meat and edible offal, of the poult",97972,97972
"H4","BGR","0207","Bulgaria","DEU","Germany",2018,"Export",6,1244.672,"Meat and edible offal, of the poult",352503,352503
"H4","BGR","0207","Bulgaria","DEU","Germany",2018,"Import",5,6534.29,"Meat and edible offal, of the poult",6262921,6262921
"H4","BGR","0207","Bulgaria","DNK","Denmark",2018,"Export",6,110.844,"Meat and edible offal, of the poult",28311,28311
"H4","BGR","0207","Bulgaria","DNK","Denmark",2018,"Import",5,406.932,"Meat and edible offal, of the poult",322753,322753
"H4","BGR","0207","Bulgaria","ESP","Spain",2018,"Export",6,7950.557,"Meat and edible offal, of the poult",643798,643798
"H4","BGR","0207","Bulgaria","ESP","Spain",2018,"Import",5,1440.866,"Meat and edible offal, of the poult",1527881,1527881
"H4","BGR","0207","Bulgaria","EST","Estonia",2018,"Import",5,39.574,"Meat and edible offal, of the poult",16379,16379
"H4","BGR","0207","Bulgaria","FIN","Finland",2018,"Import",5,305.971,"Meat and edible offal, of the poult",386149,386149
"H4","BGR","0207","Bulgaria","FRA","France",2018,"Export",6,72402.388,"Meat and edible offal, of the poult",7052528,7052528
"H4","BGR","0207","Bulgaria","FRA","France",2018,"Import",5,1437.706,"Meat and edible offal, of the poult",1333081,1333081
"H4","BGR","0207","Bulgaria","GRC","Greece",2018,"Export",6,54119.342,"Meat and edible offal, of the poult",18867414,18867414
"H4","BGR","0207","Bulgaria","GRC","Greece",2018,"Import",5,13254.863,"Meat and edible offal, of the poult",12485676,12485676
"H4","BGR","0207","Bulgaria","HRV","Croatia",2018,"Export",6,18.603,"Meat and edible offal, of the poult",21031,21031
"H4","BGR","0207","Bulgaria","HRV","Croatia",2018,"Import",5,89.242,"Meat and edible offal, of the poult",20011,20011
"H4","BGR","0207","Bulgaria","HUN","Hungary",2018,"Export",6,467.722,"Meat and edible offal, of the poult",97656,97656
"H4","BGR","0207","Bulgaria","HUN","Hungary",2018,"Import",5,8826.163,"Meat and edible offal, of the poult",9410360,9410360
"H4","BGR","0207","Bulgaria","IRL","Ireland",2018,"Export",6,2.755,"Meat and edible offal, of the poult",16683,16683
"H4","BGR","0207","Bulgaria","IRL","Ireland",2018,"Import",5,15.325,"Meat and edible offal, of the poult",21945,21945
"H4","BGR","0207","Bulgaria","ITA","Italy",2018,"Export",6,3128.718,"Meat and edible offal, of the poult",1932579,1932579
"H4","BGR","0207","Bulgaria","ITA","Italy",2018,"Import",5,4055.561,"Meat and edible offal, of the poult",1893398,1893398
"H4","BGR","0207","Bulgaria","LTU","Lithuania",2018,"Export",6,18.276,"Meat and edible offal, of the poult",4696,4696
"H4","BGR","0207","Bulgaria","LTU","Lithuania",2018,"Import",5,34.581,"Meat and edible offal, of the poult",33224,33224
"H4","BGR","0207","Bulgaria","LVA","Latvia",2018,"Import",5,95.135,"Meat and edible offal, of the poult",99780,99780
"H4","BGR","0207","Bulgaria","MLT","Malta",2018,"Export",6,48.075,"Meat and edible offal, of the poult",10000,10000
"H4","BGR","0207","Bulgaria","MLT","Malta",2018,"Import",5,7.74,"Meat and edible offal, of the poult",20500,20500
"H4","BGR","0207","Bulgaria","NLD","Netherlands",2018,"Export",6,1882.671,"Meat and edible offal, of the poult",617076,617076
"H4","BGR","0207","Bulgaria","NLD","Netherlands",2018,"Import",5,8699.355,"Meat and edible offal, of the poult",5904733,5904733
"H4","BGR","0207","Bulgaria","POL","Poland",2018,"Export",6,111.063,"Meat and edible offal, of the poult",221717,221717
"H4","BGR","0207","Bulgaria","POL","Poland",2018,"Import",5,56197.924,"Meat and edible offal, of the poult",48029625,48029625
"H4","BGR","0207","Bulgaria","PRT","Portugal",2018,"Export",6,95.249,"Meat and edible offal, of the poult",53530,53530
"H4","BGR","0207","Bulgaria","ROM","Romania",2018,"Export",6,12282.519,"Meat and edible offal, of the poult",6421398,6421398
"H4","BGR","0207","Bulgaria","ROM","Romania",2018,"Import",5,21611.218,"Meat and edible offal, of the poult",18277469,18277469
"H4","BGR","0207","Bulgaria","SVK","Slovak Republic",2018,"Export",6,208.712,"Meat and edible offal, of the poult",62505,62505
"H4","BGR","0207","Bulgaria","SVK","Slovak Republic",2018,"Import",5,1236.505,"Meat and edible offal, of the poult",1182490,1182490
"H4","BGR","0207","Bulgaria","SVN","Slovenia",2018,"Export",6,36.007,"Meat and edible offal, of the poult",10009,10009
"H4","BGR","0207","Bulgaria","SWE","Sweden",2018,"Export",6,251.589,"Meat and edible offal, of the poult",86500,86500
